ID,Autonomy_level,Roadway Type,Roadway Surface,Posted Speed Limit (MPH),Lighting,Weather,Mileage,Usage_year,Speed,Acceleration,Disengagement,Crush,Collision Type,Incident Severity,Insurance Cost,Cornering,Distance_to_next_car
b97b378d-571d-4210-9df6-5338a6e4b99b,ADS,Highway,Dry,70,Dawn / Dusk,Clear,17095,1,63,normal,0,0,,,,Smooth,70
103c0c46-aa88-43e1-a60a-2d2dc427864b,ADS,Highway,Dry,55,Daylight,Cloudy,16944,0,46,normal,1,0,,,,Sharp,55
681f4ca5-11b6-4040-a26c-0e576e7bacfc,ADS,Urban,Dry,40,Daylight,Clear,13352,0,27,normal,0,0,,,,Smooth,16
c8df686d-be94-487c-a5c3-12484ad8749d,ADS,Highway,Dry,55,Dawn / Dusk,Cloudy,11276,0,55,normal,0,0,,,,Smooth,27
76c48aa2-ec27-4c72-9aab-5b22961826e4,ADS,Rural,Dry,50,Daylight,Windy,28404,2,41,normal,0,0,,,,Smooth,40
73681ccc-edb2-44ed-bb4e-9e8fd6c53441,ADS,Highway,Dry,70,Daylight,Cloudy,42246,3,63,normal,0,0,,,,Smooth,28
e3efe9fc-298c-4135-8587-feb4e31e7ebd,ADS,Highway,Dry,55,Daylight,Cloudy,12186,1,55,normal,0,0,,,,Smooth,33
6af669a9-9107-4d4b-aeed-54f9d1c67ffa,ADS,Urban,Dry,25,Daylight,Clear,23186,2,12,normal,1,0,,,,Smooth,20
4aa97372-d3f3-4657-a9bd-ac528ce1b15d,ADS,Highway,Dry,60,Dark - Lighted,Clear,14117,0,60,normal,0,0,,,,Smooth,42
6ce1bdaf-1509-4c50-8495-519989bc7f54,ADS,Rural,Dry,50,Daylight,Clear,14473,0,47,normal,0,0,,,,Smooth,35
a1765f64-fecc-4ce0-8784-4911c62d5b65,ADS,Rural,Dry,50,Daylight,Clear,10759,0,50,normal,0,0,,,,Sharp,10
7b0ce05c-6c37-449f-8f37-360bf5bcdf53,ADS,Urban,Dry,25,Daylight,Clear,32310,2,16,normal,1,0,,,,Smooth,27
7b03880d-0f77-4637-9ed2-d6bccf311d00,ADS,Urban,Dry,25,Daylight,Cloudy,13765,1,2,normal,0,0,,,,Smooth,15
c6da3d9b-7622-4db7-b116-18fe03e34831,ADS,Highway,Wet,55,Daylight,Snow,11523,0,52,normal,0,0,,,,Smooth,38
8019ae7d-36d2-4f06-83f2-518d4f7659b4,ADS,Urban,Dry,45,Daylight,Cloudy,7511,1,8,normal,0,0,,,,Aggressive,22
f234f56a-58c2-4b05-b7a0-41e969545002,ADS,Parking lot,Dry,15,Dark - Lighted,Clear,25990,2,6,normal,0,0,,,,Smooth,9
b3a3a05a-8fdd-4ab9-9b23-81eb14f55ed4,ADS,Urban,Wet,30,Dawn / Dusk,Rain,13980,1,3,normal,0,0,,,,Smooth,18
e96f4716-6392-497f-92dd-4ef33d02841c,ADS,Highway,Dry,60,Daylight,Cloudy,25708,2,60,normal,0,0,,,,Smooth,66
7b36fc35-3c9d-40e4-b7c2-458d02d72d57,ADS,Urban,Dry,45,Daylight,Clear,4414,0,35,hard_braking,0,0,,,,Smooth,22
62c8e231-993d-4d30-a1b9-e35848593eb5,ADS,Rural,Dry,60,Daylight,Clear,22113,1,60,normal,0,0,,,,Smooth,36
ed4ce69e-7697-4115-9229-d9fa79a8b0f2,ADS,Highway,Dry,60,Daylight,Clear,11094,1,58,normal,0,0,,,,Sharp,54
fd1c71e7-a65a-4455-a0e2-b572354ea4e1,ADS,Urban,Wet,45,Daylight,Snow,32550,3,2,normal,0,0,,,,Smooth,36
a3f0ca43-c7cf-4d09-94c0-bfc1ad0e922e,ADS,Highway,Dry,65,Dark - Not Lighted,Cloudy,6909,1,61,normal,0,0,,,,Smooth,45
7849e1b3-94f0-4a76-a70b-4b9f84e0d85b,ADS,Parking lot,Dry,10,Daylight,Clear,17172,1,5,normal,0,0,,,,Smooth,6
0c0915ef-0cfa-4199-bbe9-137ac45c065d,ADS,Urban,Dry,30,Daylight,Clear,9530,1,16,normal,0,0,,,,Smooth,24
f0b707f6-023b-4b3c-8220-d5ac40b73e8b,ADS,Rural,Wet,45,Daylight,Rain,13122,0,43,normal,0,0,,,,Smooth,27
1ae4417a-69cc-4893-aefe-4c7ebdb9f2e0,ADS,Highway,Dry,65,Dark - Lighted,Cloudy,26954,2,65,risky,0,0,,,,Smooth,65
2a145986-9c65-47ea-9838-187f255c3651,ADS,Highway,Wet,60,Daylight,Rain,14636,1,60,normal,0,0,,,,Smooth,18
308e127f-9412-4ae2-b8a1-187a2a2f2d17,ADS,Highway,Dry,55,Daylight,Clear,13681,1,55,hard_braking,0,0,,,,Smooth,44
489850a1-c36e-44a2-a682-7bf1a313ffc1,ADS,Highway,Dry,70,Dark - Not Lighted,Clear,10396,0,0,normal,0,0,,,,Smooth,1
808bf693-f787-4ebb-8d71-17eeb3c49159,ADS,Parking lot,Dry,15,Daylight,Clear,39638,2,6,normal,0,0,,,,Sharp,6
5c0b4536-127c-493e-ab38-f9b71bd6281e,ADS,Urban,Dry,40,Daylight,Cloudy,4957,0,18,normal,0,0,,,,Smooth,12
fade51dd-b6c0-44f2-b141-ddad8c937b77,ADS,Urban,Dry,45,Daylight,Clear,8437,0,11,normal,0,0,,,,Smooth,18
aeb3d65a-e28b-4099-b969-2448475173f2,ADS,Highway,Dry,65,Daylight,Fog/Smoke,10694,0,65,normal,0,0,,,,Smooth,26
232a8be6-ca4a-4ab5-8180-3db401b12ad1,ADS,Highway,Dry,70,Daylight,Cloudy,9653,0,70,normal,0,0,,,,Smooth,28
8e066628-34e5-4cb2-9f72-7dad0c2acc92,ADS,Parking lot,Dry,15,Daylight,Clear,14493,1,8,normal,0,0,,,,Smooth,9
cc989f18-818b-485c-8ca5-8078641acb00,ADS,Rural,Dry,60,Dawn / Dusk,Clear,12516,1,60,normal,0,0,,,,Smooth,60
1b569e2b-e4fb-4efc-b868-75a9b8da4f9c,ADS,Urban,Dry,45,Daylight,Clear,28020,2,17,risky,0,0,,,,Smooth,45
1abbd67f-1c12-4141-bce5-58ee31e175b8,ADS,Urban,Dry,30,Daylight,Clear,12437,1,22,normal,0,0,,,,Smooth,12
9284b1b5-d898-4869-b76f-4517fd20e491,ADS,Highway,Dry,70,Daylight,Clear,9816,0,70,normal,0,0,,,,Smooth,42
7d4534cd-6056-465f-8470-e0537f153505,ADS,Highway,Dry,65,Daylight,Clear,11186,1,58,normal,0,0,,,,Smooth,45
971461d9-a3e6-4311-8dc6-7dfc309d3c93,ADS,Highway,Dry,55,Dark - Lighted,Cloudy,14644,0,55,normal,0,0,,,,Smooth,55
f325a202-ffa3-4e12-9d2a-a668eaede407,ADS,Urban,Dry,30,Daylight,Clear,11518,0,14,normal,0,0,,,,Smooth,12
6550a7e7-8dbf-42f5-a40c-d9f297d02307,ADS,Urban,Dry,45,Daylight,Clear,7270,0,1,normal,0,0,,,,Smooth,1
27cd8c43-8d18-491d-ae0b-e44864911bf8,ADS,Highway,Dry,55,Daylight,Clear,15300,1,46,normal,1,0,,,,Smooth,33
688f3f53-c6ed-46df-b1c0-a0558db7048e,ADS,Urban,Dry,25,Daylight,Clear,21512,2,6,normal,0,0,,,,Smooth,15
6efe6388-5103-4d26-a35e-53d9fdc0f7e0,ADS,Urban,Dry,30,Dark - Lighted,Cloudy,6413,1,28,normal,0,0,,,,Smooth,15
e0fc5c05-a1fc-48eb-8891-33cd13c5137d,ADS,Highway,Wet,65,Daylight,Rain,14474,1,65,normal,0,0,,,,Smooth,39
5e9e290a-e9f3-4431-be99-56e23f7688a0,ADS,Highway,Dry,60,Daylight,Clear,6777,0,60,normal,0,0,,,,Smooth,36
031e312e-cc6c-4efc-ae94-5a9c966775de,ADS,Rural,Dry,55,Dawn / Dusk,Clear,827,1,50,normal,0,0,,,,Smooth,55
e896e2bb-b115-40dd-affd-72b478e01a86,ADS,Rural,Wet,60,Daylight,Rain,15642,2,58,normal,0,0,,,,Smooth,66
9d3ecf8f-9d6e-4ccc-b012-9208e1f04b10,ADS,Highway,Dry,70,Dawn / Dusk,Clear,27436,2,70,normal,0,0,,,,Smooth,35
5597aae6-f56f-4683-bed0-4649c3433155,ADS,Highway,Wet,65,Daylight,Snow,5897,1,64,normal,0,0,,,,Smooth,52
f8d3eb9d-6d24-47ee-be7b-026a7b6485b6,ADS,Urban,Dry,25,Daylight,Clear,31506,3,2,normal,0,0,,,,Smooth,17
cb864cbe-87a6-48ec-8a87-396e01a467f4,ADS,Rural,Dry,45,Daylight,Clear,13138,1,45,normal,0,0,,,,Smooth,31
a59bfa34-282e-42fb-b7eb-0c11e90756da,ADS,Parking lot,Dry,15,Daylight,Clear,9066,0,7,normal,0,0,,,,Smooth,12
4a596347-610b-43e6-a12b-76e4c990c3c7,ADS,Urban,Dry,45,Daylight,Cloudy,18173,0,30,normal,0,0,,,,Smooth,36
b5e8f407-f359-4444-a21b-f243901da315,ADS,Rural,Dry,45,Dawn / Dusk,Clear,25470,3,45,normal,0,0,,,,Smooth,22
199239c1-9d92-4b5f-aed6-e83320144913,ADS,Highway,Dry,65,Daylight,Clear,16929,1,55,normal,0,0,,,,Smooth,39
07080f91-ab6b-4082-a200-ca886be75e4d,ADS,Urban,Dry,25,Dawn / Dusk,Cloudy,17599,0,1,normal,0,0,,,,Sharp,12
82d46590-7a65-40e1-893c-14ddd2a79479,ADS,Urban,Dry,40,Dark - Lighted,Clear,10249,0,25,normal,0,0,,,,Smooth,28
33021d2a-f7e1-4ac8-8865-0912378a5763,ADS,Urban,Dry,45,Dark - Not Lighted,Clear,15685,1,34,normal,0,0,,,,Smooth,31
5d90e4a1-3399-41ff-84fc-5408d2928e89,ADS,Highway,Dry,65,Daylight,Clear,12066,0,65,normal,0,0,,,,Smooth,45
63feae04-f418-4d0a-9812-16bc1b962349,ADS,Parking lot,Dry,5,Daylight,Windy,12323,0,1,normal,0,0,,,,Smooth,3
62a00e06-2cc5-4af1-9c40-6573cc567891,ADS,Highway,Dry,60,Daylight,Clear,13969,0,58,normal,0,0,,,,Smooth,30
37ccf17e-b993-4812-b651-6906c6e6617b,ADS,Highway,Dry,70,Dawn / Dusk,Cloudy,10810,0,67,normal,0,0,,,,Smooth,49
63a00202-3633-45ec-af64-ae0fe903c411,ADS,Urban,Wet,30,Daylight,Rain,15139,0,3,normal,0,0,,,,Smooth,15
3bdf66ba-701b-4805-ac27-efae28fa15ca,ADS,Urban,Dry,25,Dawn / Dusk,Clear,14343,0,15,normal,0,0,,,,Smooth,27
3fee4d31-b34e-41f2-9691-60ab7d77acab,ADS,Urban,Dry,30,Dawn / Dusk,Fog/Smoke,12230,2,11,normal,0,0,,,,Smooth,15
e3846a26-f0a1-422f-b3a1-d958490d6377,ADS,Rural,Dry,45,Daylight,Clear,10883,1,38,normal,0,0,,,,Smooth,45
cf164fc5-cd4a-484b-8be5-8a779a897b6f,ADS,Urban,Dry,45,Dawn / Dusk,Clear,12053,1,36,normal,0,0,,,,Smooth,22
d1333f56-d64a-4306-964a-82cef15fccc5,ADS,Highway,Wet,70,Daylight,Snow,9600,1,70,normal,1,0,,,,Smooth,63
b566384b-7525-487a-b7db-8e25f9fdcec7,ADS,Urban,Dry,40,Daylight,Cloudy,26442,2,19,normal,0,0,,,,Smooth,36
8a2815c0-3587-4e48-8706-28a641040068,ADS,Urban,Dry,45,Daylight,Clear,9354,0,4,normal,0,0,,,,Sharp,58
ff56566d-d81f-4bbd-af58-780f68985412,ADS,Urban,Dry,25,Daylight,Clear,15298,1,16,normal,0,0,,,,Smooth,20
a54f86c0-f5a8-4adc-b66d-dce55ba20fb0,ADS,Rural,Dry,60,Dawn / Dusk,Clear,9097,0,56,normal,0,0,,,,Sharp,30
2819dc35-8a40-4dad-bf64-8dae553afecb,ADS,Urban,Dry,45,Dark - Lighted,Clear,11456,1,22,normal,0,0,,,,Sharp,22
6edc098d-908c-4720-993b-6429dc4a7b74,ADS,Parking lot,Dry,10,Dark - Lighted,Clear,8695,1,5,normal,0,0,,,,Smooth,8
2a6a14d5-2888-45af-be5a-9f50acb2ebda,ADS,Rural,Dry,60,Dawn / Dusk,Clear,9176,1,60,normal,0,0,,,,Smooth,54
09b28499-c2d4-41b1-8e28-c592f1257ee3,ADS,Urban,Dry,35,Dawn / Dusk,Clear,11048,1,12,normal,0,0,,,,Smooth,31
7b922d1d-fc97-4f58-9372-1b4ef74836b0,ADS,Urban,Dry,30,Dark - Lighted,Clear,13752,0,9,normal,0,0,,,,Smooth,27
9bf34b6e-cd33-4d3c-982f-729aa6b34e83,ADS,Urban,Dry,40,Dark - Lighted,Clear,8011,1,2,normal,0,0,,,,Smooth,24
6d1833a6-1d72-4221-9e36-a6f3a2eb7408,ADS,Urban,Dry,30,Dawn / Dusk,Clear,17805,0,2,normal,0,0,,,,Smooth,0
a7cda1ce-bdac-4f2e-bc0f-433399394a3b,ADS,Urban,Dry,45,Daylight,Clear,3851,1,41,normal,0,0,,,,Smooth,13
d0363af8-ffcf-4d12-b9b1-ece7df5ec3ed,ADS,Highway,Dry,65,Dark - Lighted,Clear,3543,0,55,normal,0,0,,,,Smooth,39
4477cc76-b6c9-426c-844e-4524e1a28131,ADS,Urban,Dry,45,Daylight,Windy,17114,0,2,normal,1,0,,,,Smooth,27
68a26874-845a-4fdc-bdfc-4391ba97c523,ADS,Highway,Dry,55,Dawn / Dusk,Clear,11560,0,55,normal,0,0,,,,Smooth,38
cc3390b5-cedc-488e-abf2-a623cc7541e4,ADS,Urban,Dry,25,Daylight,Cloudy,22654,2,16,normal,0,0,,,,Smooth,15
1c17e51f-a802-47a5-b00c-60ba01f93fd4,ADS,Highway,Dry,65,Dark - Not Lighted,Clear,7296,0,65,normal,0,0,,,,Smooth,58
5e965403-6b8a-40ba-8bb5-89a491deec6a,ADS,Rural,Dry,55,Daylight,Clear,11219,1,55,normal,0,0,,,,Smooth,44
d37eea81-cd25-409e-8646-99af62f69818,ADS,Highway,Wet,65,Daylight,Rain,9851,0,58,normal,0,0,,,,Smooth,45
d6b4686e-ac6c-449a-806b-8e6b876b4d21,ADS,Urban,Dry,40,Dark - Lighted,Cloudy,11239,0,17,normal,0,0,,,,Smooth,24
52d47062-ce46-449e-bda0-b1762bf8fd6d,ADS,Highway,Dry,65,Daylight,Clear,9770,1,59,normal,0,0,,,,Smooth,52
e59df443-1178-4da9-95f6-8cdb7a39ff42,ADS,Parking lot,Wet,10,Daylight,Cloudy,13409,1,3,normal,0,0,,,,Smooth,6
9d768c70-af02-4741-b2cb-144403f0ab68,ADS,Highway,Dry,65,Daylight,Clear,14060,1,65,normal,0,0,,,,Smooth,6
f3d4f35b-a7a6-4148-8d02-6ce756a868bb,ADS,Highway,Dry,65,Dawn / Dusk,Clear,13297,0,65,normal,0,0,,,,Smooth,45
279bc324-c0aa-490e-8723-2bb3b25f95c0,ADS,Highway,Dry,60,Daylight,Cloudy,15413,0,55,normal,0,0,,,,Smooth,36
56d21223-8818-458b-b6e4-f9b960c806c6,ADS,Highway,Dry,60,Daylight,Clear,14257,0,60,normal,0,0,,,,Smooth,66
d4f7be8c-4503-4eea-9378-3ab037063424,ADS,Highway,Dry,70,Daylight,Clear,4976,0,0,normal,0,0,,,,Smooth,0
1569787f-e8e3-48b1-8b65-6893127ef451,ADS,Urban,Dry,45,Daylight,Clear,15410,0,32,normal,1,0,,,,Smooth,31
e301536e-5cd9-4f14-8ac5-7bec888d169b,ADS,Highway,Dry,60,Daylight,Clear,10208,0,51,normal,0,0,,,,Smooth,48
652bfd9a-1d89-46f3-88bc-e066621e8e77,ADS,Urban,Dry,40,Daylight,Clear,11263,0,25,normal,0,0,,,,Smooth,24
3ae58ff0-48f5-4bc4-bfa3-ee8aca8db6e2,ADS,Urban,Dry,30,Daylight,Clear,11298,1,8,normal,0,0,,,,Smooth,15
bc75baa8-cc67-454f-b813-fa99d37f61a9,ADS,Rural,Dry,45,Daylight,Clear,6293,0,40,normal,0,0,,,,Smooth,45
c66782b8-2834-4247-a7c2-9f525e525111,ADS,Rural,Wet,55,Dawn / Dusk,Rain,13910,0,49,normal,0,0,,,,Sharp,22
7ecda6a8-a126-430e-8d4a-a845fddab3d9,ADS,Urban,Dry,40,Dark - Lighted,Clear,30356,2,2,normal,0,0,,,,Smooth,12
cbe6cf82-fbe7-4955-8ae8-16f0a23d15e9,ADS,Highway,Dry,55,Daylight,Clear,23716,2,55,normal,0,0,,,,Smooth,60
249980f2-ff3d-427c-a027-fa401a00c78c,ADS,Urban,Dry,30,Dawn / Dusk,Clear,6773,0,18,normal,0,0,,,,Sharp,21
88cf28fd-7623-4979-b574-590ba326fa45,ADS,Highway,Dry,55,Daylight,Clear,16931,1,55,normal,0,0,,,,Smooth,33
71246c0c-7257-4197-82b4-6da5cf9804ab,ADS,Rural,Dry,60,Dawn / Dusk,Cloudy,3430,0,57,normal,1,0,,,,Smooth,30
6d3c6bbb-5764-4b5c-b621-c68b9d071409,ADS,Urban,Dry,45,Daylight,Clear,13806,0,10,normal,0,0,,,,Smooth,40
8e6bf8c5-0d49-49a7-b8a6-41edb2ba3400,ADS,Urban,Dry,25,Daylight,Clear,21746,2,22,normal,0,0,,,,Smooth,27
ba3c4d74-31e2-4ca7-8de8-89fee55c8f39,ADS,Highway,Dry,60,Daylight,Clear,11757,0,60,normal,0,0,,,,Smooth,12
f89b2317-52a8-4a18-82b4-ba5393653042,ADS,Urban,Dry,30,Dawn / Dusk,Cloudy,4889,0,1,normal,0,0,,,,Smooth,15
c5932783-be2c-4917-9d85-2bd931801649,ADS,Highway,Dry,70,Daylight,Clear,13241,0,70,normal,0,0,,,,Smooth,14
645dad5e-b950-427d-8ae5-babdfc14ec7a,ADS,Urban,Dry,35,Dark - Not Lighted,Cloudy,11084,1,25,normal,0,0,,,,Smooth,35
a0aa583b-bb23-4bbe-9250-39a31b921e09,ADS,Rural,Dry,45,Daylight,Clear,18000,2,40,normal,0,0,,,,Aggressive,49
0f9a01de-619b-46be-9222-b484011bfa08,ADS,Highway,Wet,55,Daylight,Snow,10083,0,53,normal,0,0,,,,Smooth,38
38c157b4-02e0-4945-877d-c0a4d35cf6ea,ADS,Urban,Dry,30,Daylight,Clear,12068,0,10,normal,0,0,,,,Smooth,18
fb7ef681-8239-4628-92c0-86a078ef508e,ADS,Urban,Dry,25,Daylight,Clear,33666,2,18,normal,0,0,,,,Smooth,22
41d2ed30-f308-4dfe-908a-7693c4d36ec7,ADS,Highway,Dry,65,Daylight,Clear,11588,1,65,normal,0,0,,,,Smooth,58
a5d37035-e5dc-450b-85bb-b1dbf3e03088,ADS,Urban,Dry,30,Daylight,Clear,35403,3,22,normal,0,0,,,,Smooth,21
76ca7360-8254-42ba-baf9-2a6ec2e2e6e5,ADS,Urban,Dry,25,Dawn / Dusk,Clear,48402,3,21,normal,0,0,,,,Smooth,20
c0c35f3b-f720-48bf-88d0-b05869f2deb7,ADS,Parking lot,Dry,10,Daylight,Clear,13805,0,6,normal,0,0,,,,Aggressive,3
469602ef-5acf-4dc6-9166-23b66976bad6,ADS,Highway,Dry,60,Daylight,Clear,17400,0,51,normal,0,0,,,,Smooth,36
c01a39da-d3f7-42f6-b635-f7b8240c6163,ADS,Rural,Dry,50,Dark - Lighted,Clear,8594,0,49,normal,0,0,,,,Smooth,45
726a38be-ca36-4b7c-8e50-bfcd64170ebb,ADS,Urban,Dry,45,Daylight,Clear,10460,1,8,normal,0,0,,,,Smooth,40
04d398bd-9285-4376-a42c-1d2a0498b190,ADS,Highway,Dry,55,Dark - Lighted,Clear,16472,0,50,normal,0,0,,,,Smooth,44
be1d76a6-d1b4-43fb-892c-4016060e49ae,ADS,Highway,Dry,65,Daylight,Clear,32790,2,1,normal,0,0,,,,Smooth,0
1bfe28bf-5137-4d04-8e3f-9abef8d8f8c5,ADS,Rural,Wet,45,Daylight,Rain,14886,0,38,normal,0,0,,,,Smooth,22
30811f0d-fb3e-45d7-8213-183d20381177,ADS,Urban,Dry,35,Dawn / Dusk,Clear,9624,0,16,normal,0,0,,,,Smooth,21
f9f8855c-af4e-46e1-86d2-1723501770cb,ADS,Highway,Wet,65,Daylight,Rain,16179,1,56,normal,0,0,,,,Smooth,52
